CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Tenure Group,Actual Churn,Churn Probability,Predicted Churn,Churn Probability %,Risk Level,Recommended Action
9720-JJJOR,Male,No,Yes,No,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,4565,25-48 Months,0,0.15527795593347377,0,15.53,Low Risk,Monitor
2782-LFZVW,Female,No,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,3880,0-12 Months,0,0.7239093192918546,1,72.39,High Risk,Contract upgrade + Security offer
6112-KTHFQ,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,5917,13-24 Months,0,0.4005197109075531,0,40.05,Medium Risk,Monitor
9220-ZNKJI,Female,Yes,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,4291,49+ Months,0,0.15148101075239917,0,15.15,Low Risk,Monitor
9820-RMCQV,Female,No,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,4444,0-12 Months,1,0.4320649157047359,0,43.21,Medium Risk,Monitor
9013-AQORL,Female,No,No,Yes,48,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),45.55,2108.35,4106,25-48 Months,0,0.07925276775084185,0,7.93,Low Risk,Monitor
2040-OBMLJ,Male,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,4850,25-48 Months,0,0.34632414290258606,0,34.63,Low Risk,Monitor
5574-NXZIU,Male,No,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,7049.75,4273,49+ Months,0,0.09799574725093789,0,9.8,Low Risk,Monitor
5446-DKWYW,Female,Yes,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,6238,49+ Months,0,0.07150061876980524,0,7.15,Low Risk,Monitor
0480-KYJVA,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,1784.5,5897,49+ Months,0,0.0029222783496021115,0,0.29,Low Risk,Monitor
1074-AMIOH,Female,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,5989,49+ Months,0,0.22002542841449724,0,22.0,Low Risk,Monitor
0015-UOCOJ,Female,Yes,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,5525,0-12 Months,0,0.660612075129779,1,66.06,High Risk,Contract upgrade + Tech Support
0256-LTHVJ,Female,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,5201,25-48 Months,1,0.8251803700188212,1,82.52,High Risk,Contract upgrade + Security offer
4547-LYTDD,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,2850,13-24 Months,1,0.7953105352220821,1,79.53,High Risk,Contract upgrade + Security offer
1077-HUUJM,Female,No,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,4668,0-12 Months,0,0.5126453255102029,0,51.26,Medium Risk,Monitor
2041-JIJCI,Female,No,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,4421,0-12 Months,0,0.8074354353842647,1,80.74,High Risk,Contract upgrade + Security offer
1555-HAPSU,Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,5471,49+ Months,0,0.002983135846280127,0,0.3,Low Risk,Monitor
4323-SADQS,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,3520,0-12 Months,1,0.36055115726398623,0,36.06,Low Risk,Monitor
3292-PBZEJ,Male,Yes,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,3175,0-12 Months,0,0.8563851742796961,1,85.64,High Risk,Contract upgrade + Security offer
6203-HBZPA,Male,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,5380,49+ Months,0,0.06835889490179767,0,6.84,Low Risk,Monitor
9755-JHNMN,Female,No,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,5075,49+ Months,0,0.028368311058678083,0,2.84,Low Risk,Monitor
7369-TRPFD,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,2916,13-24 Months,0,0.13876206435824462,0,13.88,Low Risk,Monitor
9878-TNQGW,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,3533,0-12 Months,1,0.8903315833754728,1,89.03,High Risk,Contract upgrade + Security offer
2279-AXJJK,Male,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,4465,49+ Months,0,0.5916052476975174,0,59.16,Medium Risk,Monitor
5016-IBERQ,Male,No,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,2781,13-24 Months,0,0.7773207404629012,1,77.73,High Risk,Contract upgrade + Security offer
1016-DJTSV,Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,5242,0-12 Months,0,0.8511911918112397,1,85.12,High Risk,Contract upgrade + Security offer
8433-WPJTV,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,5669,49+ Months,0,0.12304182492131784,0,12.3,Low Risk,Monitor
8903-XEBGX,Male,No,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,4594,0-12 Months,0,0.4478871750373917,0,44.79,Medium Risk,Monitor
2632-TACXW,Female,No,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,4671,49+ Months,0,0.022006890060231068,0,2.2,Low Risk,Monitor
7952-OBOYL,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,4096,0-12 Months,0,0.7848668344764399,1,78.49,High Risk,Contract upgrade + Security offer
1470-PSXNM,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,5542,49+ Months,0,0.2150265099779654,0,21.5,Low Risk,Monitor
6227-HWPWX,Female,No,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,5671,13-24 Months,1,0.6786405798064604,1,67.86,High Risk,Contract upgrade + Security offer
5924-SNGKP,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,3972,25-48 Months,0,0.07356298376557432,0,7.36,Low Risk,Monitor
8818-DOPVL,Female,Yes,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,4103,25-48 Months,0,0.7780457285950332,1,77.8,High Risk,Contract upgrade + Security offer
4521-WFJAI,Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,4246,49+ Months,0,0.029959267734390446,0,3.0,Low Risk,Monitor
4724-WXVWF,Male,No,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,4334,25-48 Months,0,0.5762079005977175,0,57.62,Medium Risk,Monitor
3717-OEAUQ,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,2388,0-12 Months,0,0.7615507367912876,1,76.16,High Risk,Contract upgrade + Security offer
8165-ZJRNM,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1679.25,4923,49+ Months,0,0.0028603372327334754,0,0.29,Low Risk,Monitor
7838-LAZFO,Male,No,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,4192,25-48 Months,0,0.1799462424650695,0,17.99,Low Risk,Monitor
0513-RBGPE,Male,No,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,5229,25-48 Months,0,0.1112562021873875,0,11.13,Low Risk,Monitor
7251-XFOIL,Female,No,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,5536,49+ Months,0,0.4801632807471203,0,48.02,Medium Risk,Monitor
2525-GVKQU,Female,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,4192,49+ Months,0,0.01329205970715361,0,1.33,Low Risk,Monitor
7579-OOPEC,Female,Yes,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,5461,0-12 Months,1,0.6519779022053801,1,65.2,High Risk,Contract upgrade + Security offer
3795-GWTRD,Female,No,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,4707.85,4626,49+ Months,0,0.03183479030859891,0,3.18,Low Risk,Monitor
4750-ZRXIU,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,2467,0-12 Months,1,0.9084204342874297,1,90.84,High Risk,Contract upgrade + Security offer
5445-PZWGX,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,5090,49+ Months,1,0.2336983582151843,0,23.37,Low Risk,Monitor
0516-UXRMT,Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,5801,49+ Months,0,0.2708761541967796,0,27.09,Low Risk,Monitor
0727-BNRLG,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,6743.55,5709,49+ Months,0,0.14293526573204923,0,14.29,Low Risk,Monitor
3932-CMDTD,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,4663,0-12 Months,1,0.7141590780840202,1,71.42,High Risk,Promote Online Security
1264-FUHCX,Female,No,Yes,No,49,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.3,2780.6,5913,49+ Months,0,0.27375027573519223,0,27.38,Low Risk,Monitor
6194-HBGQN,Male,No,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,4549,49+ Months,0,0.11604001336342085,0,11.6,Low Risk,Monitor
4524-QCSSM,Male,No,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,4512,25-48 Months,0,0.5250995435815385,0,52.51,Medium Risk,Monitor
4570-QHXHL,Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,5644,0-12 Months,0,0.7186376082769854,1,71.86,High Risk,Contract upgrade + Security offer
2972-YDYUW,Female,No,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,4507,49+ Months,0,0.31454751061083824,0,31.45,Low Risk,Monitor
2061-VVFST,Female,No,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,805.2,3924,25-48 Months,0,0.17089180057799913,0,17.09,Low Risk,Monitor
6874-SGLHU,Male,No,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,4126,25-48 Months,0,0.5547144901188814,0,55.47,Medium Risk,Monitor
9844-FELAJ,Female,Yes,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,5899,49+ Months,0,0.14413374269740975,0,14.41,Low Risk,Monitor
1902-XBTFB,Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,5438,13-24 Months,1,0.7942547187135409,1,79.43,High Risk,Contract upgrade + Security offer
9039-RBEEE,Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,3080,25-48 Months,1,0.31486404383469807,0,31.49,Low Risk,Monitor
9369-XFEHK,Female,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,3601,25-48 Months,1,0.7094819867764928,1,70.95,High Risk,Contract upgrade + Security offer
3680-CTHUH,Male,No,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,5680,49+ Months,0,0.28881418551268956,0,28.88,Low Risk,Monitor
3679-XASPY,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,5612,0-12 Months,0,0.2329015820944118,0,23.29,Low Risk,Monitor
9089-UOWJG,Female,No,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,5068,0-12 Months,0,0.319853516401414,0,31.99,Low Risk,Monitor
1574-DYCWE,Female,No,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1028.75,4057,49+ Months,0,0.005356714400319206,0,0.54,Low Risk,Monitor
9779-DPNEJ,Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,4732,13-24 Months,0,0.5316981914797525,0,53.17,Medium Risk,Monitor
2967-MXRAV,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,5160,0-12 Months,0,0.33627215580854414,0,33.63,Low Risk,Monitor
0327-WFZSY,Male,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,5434,25-48 Months,0,0.283222869907595,0,28.32,Low Risk,Monitor
1731-TVIUK,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,4554,0-12 Months,1,0.8618428227005972,1,86.18,High Risk,Contract upgrade + Security offer
7666-WKRON,Female,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,2224,25-48 Months,1,0.24067009918537113,0,24.07,Low Risk,Monitor
3865-ZYKAD,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,4503,49+ Months,0,0.36980133737618104,0,36.98,Low Risk,Monitor
1465-LNTLJ,Male,Yes,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,4537,0-12 Months,0,0.6749045957196311,1,67.49,High Risk,Contract upgrade + Security offer
2696-RZVZW,Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,4187,49+ Months,0,0.016940709077071545,0,1.69,Low Risk,Monitor
0685-MLYYM,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,4407,0-12 Months,1,0.8273131642923662,1,82.73,High Risk,Contract upgrade + Security offer
2778-OCLGR,Male,Yes,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,4591,13-24 Months,1,0.5745956112461408,0,57.46,Medium Risk,Monitor
3982-XWFZQ,Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,4873,25-48 Months,1,0.5503602393111536,0,55.04,Medium Risk,Monitor
4759-PXTAN,Female,No,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,4093,49+ Months,0,0.27914681383487056,0,27.91,Low Risk,Monitor
1448-PWKYE,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,2046,0-12 Months,1,0.8880880900225049,1,88.81,High Risk,Contract upgrade + Security offer
8741-LQOBK,Female,No,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,4829,25-48 Months,0,0.06277315901564717,0,6.28,Low Risk,Monitor
8650-RHRKE,Male,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,4207,0-12 Months,1,0.8294303440613211,1,82.94,High Risk,Contract upgrade + Security offer
7266-GSSJX,Male,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,2606,0-12 Months,0,0.2038908133312122,0,20.39,Low Risk,Monitor
1265-HVPZB,Male,No,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,6432,49+ Months,0,0.09314905141647409,0,9.31,Low Risk,Monitor
9640-ZSLDC,Female,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,4854,49+ Months,0,0.03441585123134483,0,3.44,Low Risk,Monitor
0988-JRWWP,Female,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,3167,0-12 Months,0,0.7899782941665703,1,79.0,High Risk,Contract upgrade + Security offer
1926-QUZNN,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,4551,49+ Months,0,0.019767333310296637,0,1.98,Low Risk,Monitor
9025-ZRPVR,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,5403,0-12 Months,1,0.448879952975501,0,44.89,Medium Risk,Monitor
6527-PZFPV,Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,4654,13-24 Months,0,0.042688772138288644,0,4.27,Low Risk,Monitor
7460-ITWWP,Female,Yes,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,2701,25-48 Months,0,0.7292865235618391,1,72.93,High Risk,Contract upgrade + Security offer
1530-ZTDOZ,Female,No,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,5565,49+ Months,0,0.3169948384184804,0,31.7,Low Risk,Monitor
4785-FCIFB,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,4900,49+ Months,0,0.023650234440695687,0,2.37,Low Risk,Monitor
9717-QEBGU,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,2980,0-12 Months,0,0.8654868520565946,1,86.55,High Risk,Contract upgrade + Security offer
0876-WDUUZ,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,3716,0-12 Months,1,0.7742079833311424,1,77.42,High Risk,Contract upgrade + Security offer
7881-EVUAD,Female,No,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,4648,0-12 Months,1,0.8093551190825324,1,80.94,High Risk,Contract upgrade + Tech Support
4002-BQWPQ,Male,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,5917,25-48 Months,0,0.33212905236047485,0,33.21,Low Risk,Monitor
6377-WHAOX,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,4115,49+ Months,0,0.7550948763955078,1,75.51,High Risk,Contract upgrade + Security offer
5027-YOCXN,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,5604,49+ Months,0,0.3301472320091571,0,33.01,Low Risk,Monitor
8450-JOVAH,Male,No,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.7,113.55,5560,0-12 Months,1,0.2723945846583206,0,27.24,Low Risk,Monitor
6646-QVXLR,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,5052,49+ Months,1,0.5866497490330774,0,58.66,Medium Risk,Monitor
0254-KCJGT,Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,4628,49+ Months,0,0.15008778202994935,0,15.01,Low Risk,Monitor
3442-ZHHCC,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,5355,49+ Months,0,0.09181258059159528,0,9.18,Low Risk,Monitor
9167-APMXZ,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,3549,13-24 Months,0,0.7889547794297962,1,78.9,High Risk,Contract upgrade + Security offer
0616-ATFGB,Male,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,2119,0-12 Months,1,0.8471676385698634,1,84.72,High Risk,Contract upgrade + Security offer
